last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Belt, Brandon,474832,2021,178,93,.250,.219,0.031,.507,.448,0.059,.378,.351,0.027
Kepler, Max,596146,2021,152,106,.212,.261,-0.049,.424,.467,-0.043,.312,.351,-0.039
Murphy, Sean,669221,2021,212,128,.219,.233,-0.014,.421,.479,-0.058,.326,.350,-0.024
Ozuna, Marcell,542303,2021,208,142,.213,.268,-0.055,.356,.471,-0.115,.286,.350,-0.064
McMahon, Ryan,641857,2021,264,181,.260,.264,-0.004,.525,.521,0.004,.348,.349,-0.001
Machado, Manny,592518,2021,261,185,.242,.259,-0.017,.423,.457,-0.034,.324,.349,-0.025
Lowe, Nate,663993,2021,285,168,.242,.248,-0.006,.385,.457,-0.072,.324,.349,-0.025
Harrison, Josh,543281,2021,214,161,.274,.279,-0.005,.389,.438,-0.049,.329,.347,-0.018
Stephenson, Tyler,663886,2021,161,108,.263,.260,0.003,.416,.409,0.007,.349,.346,0.003
Luplow, Jordan,656669,2021,121,67,.173,.187,-0.014,.439,.447,-0.008,.338,.346,-0.008
Molina, Yadier,425877,2021,185,136,.269,.279,-0.010,.456,.486,-0.030,.328,.344,-0.016
Pederson, Joc,592626,2021,206,131,.245,.253,-0.008,.440,.462,-0.022,.324,.344,-0.020
Hernandez, Cesar,514917,2021,282,189,.217,.260,-0.043,.390,.445,-0.055,.306,.344,-0.038
Renfroe, Hunter,592669,2021,223,155,.261,.263,-0.002,.443,.483,-0.040,.329,.343,-0.014
Smith, Dominic,642086,2021,223,146,.246,.264,-0.018,.377,.444,-0.067,.304,.343,-0.039
Turner, Trea,607208,2021,285,208,.303,.287,0.016,.466,.456,0.010,.352,.342,0.010
Ward, Taylor,621493,2021,143,89,.240,.251,-0.011,.424,.460,-0.036,.327,.342,-0.015
Grossman, Robbie,543257,2021,289,174,.247,.238,0.009,.423,.416,0.007,.342,.341,0.001
Gurriel, Yuli,493329,2021,263,209,.317,.277,0.040,.524,.420,0.104,.385,.340,0.045
Mullins, Cedric,656775,2021,290,205,.315,.271,0.044,.514,.422,0.092,.386,.340,0.046
Castro, Harold,605612,2021,128,94,.275,.300,-0.025,.317,.443,-0.126,.282,.339,-0.057
Calhoun, Willie,641432,2021,199,156,.250,.278,-0.028,.394,.428,-0.034,.315,.339,-0.024
Meadows, Austin,640457,2021,279,170,.233,.226,0.007,.500,.445,0.055,.354,.339,0.015
Contreras, William,661388,2021,116,67,.231,.248,-0.017,.442,.477,-0.035,.321,.339,-0.018
DeJong, Paul,657557,2021,162,104,.168,.227,-0.059,.357,.469,-0.112,.276,.339,-0.063
LeMahieu, DJ,518934,2021,284,208,.262,.282,-0.020,.345,.398,-0.053,.305,.338,-0.033
McNeil, Jeff,643446,2021,113,90,.242,.248,-0.006,.374,.428,-0.054,.318,.338,-0.020
Díaz, Yandy,650490,2021,261,175,.259,.250,0.009,.321,.350,-0.029,.329,.337,-0.008
Contreras, Willson,575929,2021,235,139,.236,.238,-0.002,.424,.441,-0.017,.330,.337,-0.007
Urshela, Gio,570482,2021,238,165,.261,.266,-0.005,.414,.472,-0.058,.313,.336,-0.023
France, Ty,664034,2021,250,175,.259,.251,0.008,.394,.406,-0.012,.330,.336,-0.006
Vaughn, Andrew,683734,2021,197,122,.231,.242,-0.011,.393,.437,-0.044,.307,.336,-0.029
Seager, Kyle,572122,2021,292,193,.208,.236,-0.028,.420,.493,-0.073,.298,.336,-0.038
Benintendi, Andrew,643217,2021,241,176,.283,.262,0.021,.429,.451,-0.022,.335,.335,0.000
Villar, Jonathan,542340,2021,185,121,.252,.249,0.003,.423,.442,-0.019,.332,.335,-0.003
Hicks, Aaron,543305,2021,126,80,.194,.242,-0.048,.333,.425,-0.092,.281,.335,-0.054
Walsh, Jared,665120,2021,264,166,.286,.259,0.027,.550,.454,0.096,.381,.333,0.048
Grisham, Trent,663757,2021,173,108,.289,.248,0.041,.520,.425,0.095,.381,.332,0.049
Semien, Marcus,543760,2021,297,198,.289,.245,0.044,.526,.447,0.079,.378,.332,0.046
Bell, Josh,605137,2021,196,129,.223,.252,-0.029,.430,.450,-0.020,.309,.332,-0.023
Moran, Colin,592567,2021,141,88,.291,.272,0.019,.449,.423,0.026,.350,.331,0.019
Hosmer, Eric,543333,2021,246,188,.253,.280,-0.027,.356,.416,-0.060,.295,.331,-0.036
McKinney, Billy,641856,2021,159,106,.229,.259,-0.030,.458,.455,0.003,.320,.331,-0.011
Pujols, Albert,405395,2021,163,129,.229,.254,-0.025,.438,.482,-0.044,.306,.331,-0.025
Lindor, Francisco,596019,2021,254,181,.217,.240,-0.023,.346,.401,-0.055,.296,.331,-0.035
Tellez, Rowdy,642133,2021,146,104,.215,.256,-0.041,.348,.465,-0.117,.272,.331,-0.059
Lowe, Brandon,664040,2021,266,148,.200,.224,-0.024,.391,.449,-0.058,.303,.331,-0.028
