last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Santana, Carlos,467793,2020,255,164,.199,.250,-0.051,.350,.445,-0.095,.316,.368,-0.052
Yastrzemski, Mike,573262,2020,225,137,.297,.254,0.043,.568,.492,0.076,.407,.367,0.040
Hosmer, Eric,543333,2020,156,117,.287,.288,-0.001,.517,.522,-0.005,.359,.366,-0.007
Grisham, Trent,663757,2020,252,153,.251,.265,-0.014,.456,.482,-0.026,.348,.366,-0.018
Castro, Willi,650489,2020,140,94,.349,.307,0.042,.550,.512,0.038,.393,.365,0.028
Seager, Kyle,572122,2020,248,176,.241,.252,-0.011,.433,.472,-0.039,.338,.364,-0.026
Hayes, Ke'Bryan,663647,2020,95,65,.376,.294,0.082,.682,.486,0.196,.464,.363,0.101
Frazier, Clint,640449,2020,160,88,.267,.246,0.021,.511,.447,0.064,.388,.363,0.025
Muncy, Max,571970,2020,248,145,.192,.233,-0.041,.389,.477,-0.088,.316,.363,-0.047
Longoria, Evan,446334,2020,209,157,.254,.280,-0.026,.425,.522,-0.097,.308,.362,-0.054
LeMahieu, DJ,518934,2020,216,175,.364,.308,0.056,.590,.453,0.137,.429,.361,0.068
Harrison, Josh,543281,2020,91,69,.278,.304,-0.026,.418,.455,-0.037,.335,.361,-0.026
Nola, Austin,543592,2020,184,129,.273,.280,-0.007,.472,.467,0.005,.352,.360,-0.008
Betts, Mookie,605141,2020,246,182,.292,.281,0.011,.562,.481,0.081,.390,.359,0.031
Santander, Anthony,623993,2020,165,128,.261,.287,-0.026,.575,.516,0.059,.364,.358,0.006
Happ, Ian,664023,2020,231,136,.258,.258,0.000,.505,.464,0.041,.369,.358,0.011
Bohm, Alec,664761,2020,180,126,.338,.285,0.053,.481,.467,0.014,.381,.357,0.024
Anderson, Tim,641313,2020,221,159,.322,.291,0.031,.529,.506,0.023,.376,.357,0.019
Arraez, Luis,650333,2020,121,102,.321,.310,0.011,.402,.453,-0.051,.335,.357,-0.022
Gyorko, Jedd,576397,2020,135,81,.248,.249,-0.001,.504,.505,-0.001,.351,.357,-0.006
Davis, J.D.,605204,2020,229,135,.247,.256,-0.009,.389,.428,-0.039,.339,.357,-0.018
France, Ty,664034,2020,155,104,.305,.287,0.018,.468,.484,-0.016,.362,.356,0.006
Bichette, Bo,666182,2020,128,96,.301,.292,0.009,.512,.532,-0.020,.353,.356,-0.003
Tellez, Rowdy,642133,2020,127,95,.283,.273,0.010,.540,.492,0.048,.369,.356,0.013
Nimmo, Brandon,607043,2020,225,143,.280,.247,0.033,.484,.419,0.065,.387,.355,0.032
Realmuto, J.T.,592663,2020,195,125,.266,.246,0.020,.491,.498,-0.007,.361,.355,0.006
McCutchen, Andrew,457705,2020,241,170,.253,.273,-0.020,.433,.479,-0.046,.327,.355,-0.028
Canha, Mark,592192,2020,243,142,.246,.238,0.008,.408,.411,-0.003,.351,.355,-0.004
Dickerson, Alex,543105,2020,170,122,.298,.266,0.032,.576,.491,0.085,.394,.353,0.041
Candelario, Jeimer,600869,2020,206,136,.297,.276,0.021,.503,.469,0.034,.373,.353,0.020
Moore, Dylan,664238,2020,159,94,.255,.249,0.006,.496,.461,0.035,.368,.353,0.015
Soler, Jorge,624585,2020,174,90,.228,.243,-0.015,.443,.487,-0.044,.328,.353,-0.025
Canó, Robinson,429664,2020,182,148,.316,.297,0.019,.544,.481,0.063,.376,.352,0.024
Swanson, Dansby,621020,2020,264,167,.274,.266,0.008,.464,.472,-0.008,.348,.352,-0.004
Contreras, Willson,575929,2020,225,134,.243,.249,-0.006,.407,.441,-0.034,.336,.352,-0.016
Rizzo, Anthony,519203,2020,243,167,.222,.265,-0.043,.414,.411,0.003,.326,.352,-0.026
Castro, Jason,488771,2020,92,47,.188,.237,-0.049,.375,.485,-0.110,.294,.352,-0.058
Jansen, Danny,643376,2020,147,93,.183,.244,-0.061,.358,.436,-0.078,.300,.352,-0.052
Pham, Tommy,502054,2020,125,82,.211,.259,-0.048,.312,.448,-0.136,.284,.350,-0.066
Ruf, Darin,573131,2020,100,64,.276,.250,0.026,.517,.453,0.064,.379,.349,0.030
Walsh, Jared,665120,2020,108,87,.293,.268,0.025,.646,.543,0.103,.393,.348,0.045
Dalbec, Bobby,666915,2020,92,41,.263,.197,0.066,.600,.529,0.071,.400,.348,0.052
Moran, Colin,592567,2020,200,127,.247,.253,-0.006,.472,.480,-0.008,.340,.348,-0.008
Murphy, Sean,669221,2020,140,79,.233,.217,0.016,.457,.440,0.017,.358,.348,0.010
La Stella, Tommy,600303,2020,228,187,.281,.273,0.008,.449,.420,0.029,.355,.346,0.009
Pollock, AJ,572041,2020,210,153,.276,.271,0.005,.566,.499,0.067,.364,.346,0.018
Gurriel Jr., Lourdes,666971,2020,224,162,.308,.280,0.028,.534,.484,0.050,.372,.345,0.027
Aguilar, Jesús,542583,2020,216,152,.277,.271,0.006,.457,.453,0.004,.347,.345,0.002
Lindor, Francisco,596019,2020,266,197,.258,.278,-0.020,.415,.439,-0.024,.324,.345,-0.021
Donaldson, Josh,518626,2020,102,58,.222,.210,0.012,.469,.413,0.056,.362,.344,0.018
Lewis, Kyle,641786,2020,242,137,.262,.238,0.024,.437,.431,0.006,.349,.343,0.006
Chapman, Matt,656305,2020,152,89,.232,.241,-0.009,.535,.535,0.000,.335,.343,-0.008
McCann, James,543510,2020,111,69,.289,.256,0.033,.536,.455,0.081,.378,.342,0.036
Reyes, Franmil,614177,2020,241,147,.275,.245,0.030,.450,.439,0.011,.341,.340,0.001
Duvall, Adam,594807,2020,209,137,.237,.227,0.010,.532,.514,0.018,.348,.340,0.008
Choo, Shin-Soo,425783,2020,127,79,.236,.254,-0.018,.400,.455,-0.055,.312,.340,-0.028
Laureano, Ramón,657656,2020,222,128,.213,.235,-0.022,.366,.408,-0.042,.315,.340,-0.025
Bogaerts, Xander,593428,2020,225,163,.300,.257,0.043,.502,.471,0.031,.368,.339,0.029
Braun, Ryan,460075,2020,141,103,.233,.272,-0.039,.488,.474,0.014,.317,.339,-0.022
Kepler, Max,596146,2020,196,136,.228,.256,-0.028,.439,.422,0.017,.328,.338,-0.010
Suárez, Eugenio,553993,2020,231,132,.202,.213,-0.011,.470,.467,0.003,.332,.338,-0.006
Merrifield, Whit,593160,2020,265,216,.282,.292,-0.010,.440,.439,0.001,.329,.336,-0.007
Walker, Christian,572233,2020,243,171,.271,.264,0.007,.459,.452,0.007,.339,.336,0.003
Arcia, Orlando,606115,2020,189,142,.260,.279,-0.019,.416,.425,-0.009,.317,.336,-0.019
Olson, Matt,621566,2020,245,133,.195,.221,-0.026,.424,.447,-0.023,.316,.336,-0.020
Stewart, DJ,621466,2020,112,52,.193,.192,0.001,.455,.392,0.063,.353,.336,0.017
McNeil, Jeff,643446,2020,209,162,.311,.276,0.035,.454,.405,0.049,.360,.335,0.025
Gomes, Yan,543228,2020,119,90,.284,.280,0.004,.468,.458,0.010,.332,.335,-0.003
Moreland, Mitch,519048,2020,152,104,.265,.236,0.029,.551,.476,0.075,.372,.335,0.037
Severino, Pedro,600474,2020,178,121,.250,.267,-0.017,.388,.427,-0.039,.312,.335,-0.023
Pederson, Joc,592626,2020,138,87,.190,.236,-0.046,.397,.450,-0.053,.295,.335,-0.040
Schwarber, Kyle,656941,2020,224,125,.188,.220,-0.032,.393,.434,-0.041,.307,.335,-0.028
