last_name, first_name,player_id,year,pa,bip,ba,est_ba,est_ba_minus_ba_diff,slg,est_slg,est_slg_minus_slg_diff,woba,est_woba,est_woba_minus_woba_diff
Reyes, Franmil,614177,2018,285,181,.280,.253,0.027,.498,.451,0.047,.360,.333,0.027
Pollock, AJ,572041,2018,460,321,.257,.251,0.006,.484,.467,0.017,.338,.333,0.005
Grichuk, Randal,545341,2018,462,305,.245,.239,0.006,.502,.480,0.022,.340,.333,0.007
Perez, Salvador,521692,2018,544,407,.235,.258,-0.023,.439,.478,-0.039,.304,.333,-0.029
Báez, Javier,595879,2018,645,444,.290,.257,0.033,.554,.490,0.064,.366,.332,0.034
Anderson, Brian,605119,2018,670,463,.273,.259,0.014,.400,.405,-0.005,.333,.332,0.001
Díaz, Aledmys,649557,2018,452,364,.263,.273,-0.010,.453,.455,-0.002,.321,.332,-0.011
Grandal, Yasmani,518735,2018,518,319,.241,.217,0.024,.466,.430,0.036,.352,.332,0.020
Flowers, Tyler,452095,2018,296,176,.227,.228,-0.001,.359,.399,-0.040,.315,.332,-0.017
Zobrist, Ben,450314,2018,520,403,.305,.271,0.034,.440,.385,0.055,.355,.330,0.025
Turner, Trea,607208,2018,740,534,.271,.267,0.004,.416,.407,0.009,.331,.330,0.001
Span, Denard,452655,2018,501,365,.261,.275,-0.014,.419,.382,0.037,.330,.330,0.000
Trumbo, Mark,444432,2018,358,245,.261,.265,-0.004,.452,.447,0.005,.329,.330,-0.001
Austin, Tyler,592122,2018,268,152,.230,.229,0.001,.480,.483,-0.003,.325,.330,-0.005
Calhoun, Kole,594777,2018,552,364,.208,.246,-0.038,.369,.444,-0.075,.283,.330,-0.047
Suzuki, Kurt,435559,2018,388,310,.271,.269,0.002,.444,.411,0.033,.335,.329,0.006
Mazara, Nomar,608577,2018,536,376,.258,.255,0.003,.436,.442,-0.006,.324,.329,-0.005
Adams, Matt,571431,2018,337,233,.239,.238,0.001,.477,.461,0.016,.334,.329,0.005
Iannetta, Chris,455104,2018,360,216,.224,.223,0.001,.385,.400,-0.015,.320,.329,-0.009
Walker, Neil,435522,2018,398,264,.219,.245,-0.026,.354,.423,-0.069,.291,.329,-0.038
Eaton, Adam,594809,2018,370,257,.301,.263,0.038,.411,.363,0.048,.358,.328,0.030
Dickerson, Corey,572816,2018,533,428,.300,.282,0.018,.474,.448,0.026,.341,.328,0.013
Cabrera, Melky,466320,2018,278,217,.280,.289,-0.009,.420,.381,0.039,.326,.328,-0.002
Duda, Lucas,446263,2018,367,229,.241,.240,0.001,.418,.450,-0.032,.315,.328,-0.013
Descalso, Daniel,518614,2018,423,246,.238,.225,0.013,.436,.388,0.048,.340,.328,0.012
Lowrie, Jed,476704,2018,680,471,.267,.245,0.022,.448,.406,0.042,.347,.327,0.020
Gordon, Alex,460086,2018,568,384,.245,.250,-0.005,.370,.421,-0.051,.305,.327,-0.022
Joyce, Matt,459964,2018,246,157,.208,.224,-0.016,.353,.401,-0.048,.299,.327,-0.028
Marte, Starling,516782,2018,606,454,.277,.258,0.019,.460,.445,0.015,.337,.326,0.011
Beltré, Adrián,134181,2018,481,345,.273,.261,0.012,.434,.429,0.005,.327,.326,0.001
Molina, Yadier,425877,2018,503,399,.261,.264,-0.003,.436,.430,0.006,.323,.326,-0.003
Moran, Colin,592567,2018,465,340,.277,.263,0.014,.407,.411,-0.004,.322,.325,-0.003
Alonso, Yonder,475174,2018,574,398,.250,.248,0.002,.421,.432,-0.011,.319,.325,-0.006
Pujols, Albert,405395,2018,498,403,.245,.266,-0.021,.411,.447,-0.036,.299,.325,-0.026
García, Avisaíl,541645,2018,385,259,.236,.246,-0.010,.438,.465,-0.027,.304,.325,-0.021
Ramos, Wilson,467092,2018,416,304,.306,.255,0.051,.487,.433,0.054,.361,.323,0.038
Holt, Brock,571788,2018,367,250,.277,.260,0.017,.411,.380,0.031,.338,.323,0.015
Bour, Justin,571506,2018,501,302,.227,.220,0.007,.404,.401,0.003,.324,.323,0.001
Renfroe, Hunter,592669,2018,441,299,.248,.237,0.011,.504,.458,0.046,.338,.322,0.016
Mancini, Trey,641820,2018,636,434,.242,.247,-0.005,.416,.425,-0.009,.308,.322,-0.014
DeJong, Paul,657557,2018,490,318,.241,.231,0.010,.433,.439,-0.006,.320,.322,-0.002
LeMahieu, DJ,518934,2018,581,460,.276,.272,0.004,.428,.418,0.010,.322,.321,0.001
Davidson, Matt,571602,2018,496,272,.228,.219,0.009,.419,.417,0.002,.321,.321,0.000
Narváez, Omar,553882,2018,322,217,.275,.254,0.021,.429,.370,0.059,.348,.320,0.028
Robertson, Daniel,621002,2018,340,207,.262,.221,0.041,.415,.351,0.064,.354,.320,0.034
Hernández, Enrique,571771,2018,462,333,.256,.241,0.015,.470,.411,0.059,.342,.320,0.022
Profar, Jurickson,595777,2018,594,440,.254,.248,0.006,.458,.392,0.066,.341,.320,0.021
Pillar, Kevin,607680,2018,542,420,.252,.279,-0.027,.426,.431,-0.005,.302,.320,-0.018
Mondesi, Adalberto,609275,2018,291,202,.276,.246,0.030,.498,.464,0.034,.341,.319,0.022
Gomes, Yan,543228,2018,435,287,.266,.245,0.021,.449,.446,0.003,.326,.319,0.007
Bellinger, Cody,641355,2018,632,409,.260,.230,0.030,.470,.421,0.049,.345,.319,0.026
Pederson, Joc,592626,2018,443,314,.248,.230,0.018,.522,.429,0.093,.354,.319,0.035
Healy, Ryon,592387,2018,524,382,.235,.257,-0.022,.412,.441,-0.029,.296,.319,-0.023
Happ, Ian,664023,2018,462,222,.233,.209,0.024,.408,.395,0.013,.329,.319,0.010
Kepler, Max,596146,2018,611,439,.224,.227,-0.003,.408,.395,0.013,.316,.318,-0.002
Duvall, Adam,594807,2018,427,268,.195,.226,-0.031,.365,.426,-0.061,.277,.318,-0.041
McNeil, Jeff,643446,2018,248,205,.329,.267,0.062,.471,.397,0.074,.368,.317,0.051
Frazier, Adam,624428,2018,352,267,.277,.265,0.012,.456,.389,0.067,.343,.317,0.026
Gonzalez, Marwin,503556,2018,552,370,.247,.240,0.007,.409,.406,0.003,.318,.317,0.001
Dahl, David,621311,2018,271,183,.273,.253,0.020,.534,.461,0.073,.357,.316,0.041
Cabrera, Asdrúbal,452678,2018,592,429,.262,.246,0.016,.458,.424,0.034,.332,.316,0.016
Marte, Ketel,606466,2018,580,444,.260,.252,0.008,.437,.387,0.050,.330,.316,0.014
Chirinos, Robinson,455139,2018,426,222,.222,.196,0.026,.419,.392,0.027,.333,.316,0.017
Andújar, Miguel,609280,2018,606,480,.297,.270,0.027,.527,.424,0.103,.361,.315,0.046
Gregorius, Didi,544369,2018,569,445,.268,.255,0.013,.494,.394,0.100,.350,.315,0.035
Escobar, Eduardo,500871,2018,631,448,.272,.239,0.033,.489,.419,0.070,.346,.314,0.032
Heyward, Jason,518792,2018,489,384,.270,.260,0.010,.395,.381,0.014,.319,.314,0.005
Panik, Joe,605412,2018,392,333,.254,.279,-0.025,.332,.376,-0.044,.280,.314,-0.034
Altherr, Aaron,571437,2018,285,154,.181,.210,-0.029,.333,.377,-0.044,.282,.314,-0.032
Gurriel Jr., Lourdes,666971,2018,263,193,.281,.263,0.018,.446,.444,0.002,.322,.313,0.009
Souza Jr., Steven,519306,2018,272,166,.220,.231,-0.011,.369,.386,-0.017,.299,.313,-0.014
Gyorko, Jedd,576397,2018,402,278,.262,.224,0.038,.416,.386,0.030,.333,.312,0.021
Grossman, Robbie,543257,2018,465,320,.273,.241,0.032,.384,.343,0.041,.333,.311,0.022
Taylor, Chris,621035,2018,604,362,.254,.230,0.024,.444,.390,0.054,.335,.311,0.024
Kipnis, Jason,543401,2018,601,422,.230,.231,-0.001,.389,.384,0.005,.308,.311,-0.003
Castro, Starlin,516770,2018,647,475,.278,.254,0.024,.400,.399,0.001,.315,.310,0.005
Martinez, Victor,400121,2018,508,425,.251,.264,-0.013,.353,.403,-0.050,.281,.310,-0.029
Maybin, Cameron,457727,2018,384,269,.249,.250,-0.001,.336,.366,-0.030,.295,.310,-0.015
Simmons, Andrelton,592743,2018,600,516,.292,.268,0.024,.417,.379,0.038,.326,.309,0.017
Gamel, Ben,592325,2018,293,197,.272,.251,0.021,.370,.345,0.025,.323,.309,0.014
Odor, Rougned,596059,2018,535,354,.253,.232,0.021,.424,.398,0.026,.325,.308,0.017
Mercer, Jordy,474568,2018,436,311,.251,.262,-0.011,.381,.386,-0.005,.296,.308,-0.012
Palka, Daniel,594953,2018,449,264,.240,.223,0.017,.484,.442,0.042,.329,.308,0.021
Bonifacio, Jorge,593528,2018,270,168,.225,.232,-0.007,.360,.370,-0.010,.296,.308,-0.012
Thames, Eric,519346,2018,278,150,.219,.203,0.016,.478,.429,0.049,.330,.308,0.022
Martin, Russell,431145,2018,352,207,.194,.197,-0.003,.325,.321,0.004,.305,.308,-0.003
Garver, Mitch,641598,2018,335,232,.268,.241,0.027,.414,.390,0.024,.325,.307,0.018
Wieters, Matt,446308,2018,271,193,.238,.223,0.015,.374,.380,-0.006,.308,.307,0.001
Jones, Adam,430945,2018,613,491,.281,.264,0.017,.419,.405,0.014,.315,.306,0.009
Camargo, Johan,622666,2018,524,359,.272,.235,0.037,.457,.371,0.086,.346,.306,0.040
Goodrum, Niko,592348,2018,492,314,.245,.229,0.016,.432,.397,0.035,.322,.306,0.016
Hundley, Nick,460026,2018,305,197,.241,.252,-0.011,.408,.395,0.013,.304,.306,-0.002
Bauers, Jake,641343,2018,388,227,.201,.208,-0.007,.384,.352,0.032,.308,.306,0.002
Travis, Devon,581527,2018,378,293,.232,.260,-0.028,.381,.398,-0.017,.283,.305,-0.022
Gennett, Scooter,571697,2018,638,467,.310,.252,0.058,.490,.391,0.099,.362,.304,0.058
Duffy, Matt,622110,2018,560,413,.294,.262,0.032,.366,.343,0.023,.323,.304,0.019
Hernandez, Cesar,514917,2018,708,454,.253,.230,0.023,.362,.334,0.028,.320,.304,0.016
Miller, Brad,543543,2018,254,150,.248,.221,0.027,.413,.412,0.001,.312,.304,0.008
Correa, Carlos,621043,2018,468,302,.239,.226,0.013,.405,.368,0.037,.313,.304,0.009
Seager, Kyle,572122,2018,630,449,.221,.245,-0.024,.400,.408,-0.008,.288,.304,-0.016
Segura, Jean,516416,2018,632,527,.304,.266,0.038,.415,.385,0.030,.327,.303,0.024
Ervin, Phillip,640447,2018,247,162,.252,.238,0.014,.404,.368,0.036,.315,.303,0.012
Heredia, Guillermo,628338,2018,337,249,.236,.244,-0.008,.342,.346,-0.004,.295,.303,-0.008
Parra, Gerardo,467827,2018,443,331,.284,.257,0.027,.372,.367,0.005,.313,.302,0.011
Albies, Ozzie,645277,2018,684,527,.261,.247,0.014,.452,.399,0.053,.324,.302,0.022
Stassi, Max,545358,2018,250,147,.226,.201,0.025,.394,.391,0.003,.313,.302,0.011
Wendle, Joey,621563,2018,545,403,.300,.257,0.043,.435,.364,0.071,.338,.301,0.037
Hosmer, Eric,543333,2018,677,472,.253,.239,0.014,.398,.374,0.024,.309,.301,0.008
Dozier, Hunter,641531,2018,388,254,.229,.233,-0.004,.395,.409,-0.014,.291,.301,-0.010
Dietrich, Derek,518618,2018,551,361,.265,.236,0.029,.421,.380,0.041,.326,.300,0.026
Longoria, Evan,446334,2018,512,384,.244,.243,0.001,.413,.414,-0.001,.295,.300,-0.005
Desmond, Ian,435622,2018,619,414,.236,.225,0.011,.422,.381,0.041,.315,.300,0.015
Semien, Marcus,543760,2018,703,510,.255,.238,0.017,.388,.371,0.017,.307,.299,0.008
Crawford, Brandon,543063,2018,594,414,.254,.245,0.009,.394,.367,0.027,.306,.299,0.007
Barnhart, Tucker,571466,2018,522,370,.248,.237,0.011,.372,.348,0.024,.307,.299,0.008
Sandoval, Pablo,467055,2018,252,179,.248,.231,0.017,.417,.381,0.036,.312,.299,0.013
Kinsler, Ian,435079,2018,534,426,.240,.247,-0.007,.380,.366,0.014,.298,.299,-0.001
Devers, Rafael,646240,2018,490,331,.240,.229,0.011,.433,.399,0.034,.310,.299,0.011
Frazier, Todd,453943,2018,472,304,.213,.212,0.001,.390,.376,0.014,.302,.299,0.003
Franco, Maikel,596748,2018,465,374,.270,.250,0.020,.467,.401,0.066,.328,.298,0.030
Piña, Manny,444489,2018,337,249,.252,.245,0.007,.395,.382,0.013,.301,.298,0.003
Solarte, Yangervis,500208,2018,506,400,.226,.249,-0.023,.378,.384,-0.006,.284,.298,-0.014
González, Carlos,471865,2018,504,353,.276,.244,0.032,.467,.392,0.075,.338,.297,0.041
Gattis, Evan,594828,2018,451,314,.226,.219,0.007,.452,.397,0.055,.311,.297,0.014
Plawecki, Kevin,608700,2018,277,175,.210,.216,-0.006,.370,.344,0.026,.302,.297,0.005
Bird, Greg,595885,2018,311,198,.199,.196,0.003,.386,.395,-0.009,.291,.297,-0.006
Peraza, José,606299,2018,683,570,.288,.265,0.023,.416,.372,0.044,.319,.296,0.023
Reddick, Josh,502210,2018,487,359,.242,.236,0.006,.400,.358,0.042,.310,.296,0.014
Moncada, Yoán,660162,2018,650,365,.235,.209,0.026,.400,.378,0.022,.311,.296,0.015
Smith, Mallex,605480,2018,544,391,.296,.247,0.049,.406,.329,0.077,.339,.295,0.044
Fletcher, David,664058,2018,307,255,.275,.277,-0.002,.363,.342,0.021,.297,.295,0.002
Flores, Wilmer,527038,2018,429,353,.267,.249,0.018,.417,.361,0.056,.316,.295,0.021
Hernández, Gorkys,491676,2018,451,307,.234,.234,0.000,.391,.391,0.000,.292,.295,-0.003
Polanco, Jorge,593871,2018,333,244,.288,.243,0.045,.427,.352,0.075,.336,.294,0.042
Muñoz, Yairo,622168,2018,329,224,.276,.236,0.040,.413,.360,0.053,.326,.294,0.032
Rosario, Eddie,592696,2018,592,458,.288,.234,0.054,.479,.409,0.070,.340,.292,0.048
Inciarte, Ender,542255,2018,660,519,.265,.250,0.015,.380,.337,0.043,.308,.292,0.016
Contreras, Willson,575929,2018,544,357,.249,.209,0.040,.390,.351,0.039,.321,.292,0.029
Cozart, Zack,446359,2018,253,185,.219,.228,-0.009,.362,.346,0.016,.289,.292,-0.003
Zunino, Mike,572287,2018,405,225,.201,.203,-0.002,.410,.411,-0.001,.288,.292,-0.004
Villanueva, Christian,570799,2018,384,248,.236,.216,0.020,.450,.389,0.061,.323,.291,0.032
Candelario, Jeimer,600869,2018,619,384,.224,.205,0.019,.393,.349,0.044,.311,.291,0.020
Alfaro, Jorge,595751,2018,377,207,.262,.223,0.039,.407,.387,0.020,.314,.290,0.024
Rojas, Miguel,500743,2018,528,426,.252,.263,-0.011,.346,.350,-0.004,.281,.290,-0.009
Riddle, JT,595375,2018,332,245,.231,.243,-0.012,.377,.370,0.007,.282,.290,-0.008
Gardner, Brett,458731,2018,609,432,.236,.221,0.015,.368,.327,0.041,.305,.289,0.016
Peterson, Jace,607054,2018,246,154,.200,.205,-0.005,.324,.318,0.006,.286,.289,-0.003
Gurriel, Yuli,493329,2018,573,481,.291,.257,0.034,.428,.358,0.070,.323,.288,0.035
Allen, Greg,656185,2018,291,212,.257,.254,0.003,.343,.339,0.004,.288,.288,-0.000
Margot, Manuel,622534,2018,519,397,.245,.246,-0.001,.384,.361,0.023,.288,.288,-0.000
Beckham, Tim,542921,2018,402,272,.230,.229,0.001,.374,.367,0.007,.288,.288,0.000
Mesoraco, Devin,519023,2018,274,193,.221,.208,0.013,.398,.366,0.032,.302,.288,0.014
Lucroy, Jonathan,518960,2018,454,357,.241,.248,-0.007,.325,.348,-0.023,.271,.287,-0.016
Guzmán, Ronald,608597,2018,428,267,.235,.221,0.014,.416,.356,0.060,.312,.287,0.025
Ahmed, Nick,605113,2018,564,413,.234,.236,-0.002,.411,.363,0.048,.300,.286,0.014
Delmonico, Nicky,547170,2018,318,205,.215,.215,0.000,.373,.347,0.026,.292,.286,0.006
Owings, Chris,572008,2018,309,208,.206,.227,-0.021,.302,.366,-0.064,.250,.286,-0.036
Jay, Jon,445055,2018,586,440,.268,.243,0.025,.347,.323,0.024,.301,.285,0.016
Núñez, Renato,600524,2018,261,176,.258,.213,0.045,.419,.354,0.065,.322,.285,0.037
Wong, Kolten,543939,2018,407,302,.249,.222,0.027,.388,.321,0.067,.314,.285,0.029
Pirela, Jose,517369,2018,473,351,.249,.247,0.002,.345,.336,0.009,.283,.285,-0.002
Kiner-Falefa, Isiah,643396,2018,396,300,.261,.252,0.009,.357,.311,0.046,.301,.284,0.017
Rosario, Amed,642708,2018,592,441,.256,.249,0.007,.381,.360,0.021,.290,.283,0.007
Sánchez, Yolmer,570560,2018,662,467,.242,.230,0.012,.372,.337,0.035,.297,.283,0.014
McCann, James,543510,2018,457,313,.220,.229,-0.009,.314,.359,-0.045,.256,.283,-0.027
Bader, Harrison,664056,2018,427,260,.264,.218,0.046,.422,.348,0.074,.326,.282,0.044
Villar, Jonathan,542340,2018,515,331,.260,.217,0.043,.384,.344,0.040,.312,.282,0.030
Andrus, Elvis,462101,2018,428,331,.256,.236,0.020,.367,.344,0.023,.296,.282,0.014
Gómez, Carlos,460576,2018,408,259,.208,.205,0.003,.336,.329,0.007,.285,.282,0.003
Mahtook, Mikie,543484,2018,250,160,.202,.213,-0.011,.359,.348,0.011,.276,.282,-0.006
Kemp, Tony,643393,2018,295,215,.263,.219,0.044,.392,.300,0.092,.326,.281,0.045
Romine, Austin,519222,2018,265,179,.244,.227,0.017,.417,.364,0.053,.307,.281,0.026
Pérez, Hernán,541650,2018,334,246,.253,.236,0.017,.386,.366,0.020,.292,.280,0.012
Swanson, Dansby,621020,2018,533,365,.238,.230,0.008,.395,.362,0.033,.293,.280,0.013
